50,Познеру,Познер,PROPN,_,Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2331.68#2332.016
51,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2332.016#2332.352
52,как,как,SCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2332.352#2332.688
53,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2332.688#2333.024
54,понятно,понятнo,ADV,_,Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2333.024#2333.36
55,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2333.36#2333.696
56,что,что,SCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2333.696#2334.032
57,не,не,PART,_,Polarity=Neg,_,_,_,@yad1986m-words#@yad1986m#2334.032#2334.368
58,бывает,бывать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2334.368#2334.704
59,полностью,полностью,ADV,_,_,_,_,_,@yad1986m-words#@yad1986m#2334.704#2335.04
60,объективный,объективный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2335.04#2335.376
61,людей,человек,NOUN,_,Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2335.376#2335.72
62,и,и,CCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2335.74#2336.039
63,вообще,вообще,PART,_,_,_,_,_,@yad1986m-words#@yad1986m#2336.039#2336.338
64,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2336.338#2336.637
65,объективность,объективность,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2336.637#2336.936
66,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2336.936#2337.235
67,это,это,PART,_,_,_,_,_,@yad1986m-words#@yad1986m#2337.235#2337.534
68,скучно,скучно,ADV,_,Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2337.534#2337.833
69,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2337.833#2338.132
70,во,в,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2338.132#2338.431
71,многих,много,NUM,_,Case=Loc|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2338.431#2338.73
72,вещах,вещь,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2338.73#2339.03
73,ну,ну,PART,_,_,_,_,_,@yad1986m-words#@yad1986m#2339.59#2339.802
74,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2339.802#2340.014
75,надо,надо,PRED,_,_,_,_,_,@yad1986m-words#@yad1986m#2340.014#2340.226
76,быть,быть,AUX,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2340.226#2340.438
77,объективным,объективный,ADJ,_,Case=Ins|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2340.438#2340.65
78,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2340.65#2340.862
79,но,но,CCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2340.862#2341.074
80,тем,то,PRON,_,Case=Ins|Gender=Neut|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2341.074#2341.286
81,не,не,PART,_,Polarity=Neg,_,_,_,@yad1986m-words#@yad1986m#2341.286#2341.498
82,менее,менее,ADV,_,Degree=Cmp,_,_,_,@yad1986m-words#@yad1986m#2341.498#2341.71
83,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2341.71#2341.922
84,[нрзб],"X
",X,_,_,_,_,_,@yad1986m-words#@yad1986m#2341.922#2342.134
85,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2342.134#2342.346
86,не…,не…,"X
",_,_,_,_,_,@yad1986m-words#@yad1986m#2342.346#2342.558
87,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2342.558#2342.77
88,всегда,всегда,ADV,_,_,_,_,_,@yad1986m-words#@yad1986m#2342.77#2342.982
89,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2342.982#2343.194
90,риск,риск,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2343.194#2343.406
91,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2343.406#2343.618
92,что,что,SCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2343.618#2343.83
93,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@yad1986m-words#@yad1986m#2343.83#2344.042
94,в,в,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2344.042#2344.254
95,сухость,сухость,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2344.254#2344.466
96,перейдешь,перейти,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2344.466#2344.7
97,в,в,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2344.7#2345.0
98,сухость,сухость,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2345.0#2345.3
99,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2345.3#2345.6
100,которая,который,PRON,_,Case=Nom|Gender=Fem|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2345.6#2345.9
101,погубит,губить,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2345.9#2346.2
102,особенно,особенно,ADV,_,Degree=Pos,_,_,_,@yad1986m-words#@yad1986m#2346.2#2346.5
103,такой,такой,DET,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2346.5#2346.8
104,инфотеймотовый,инфотеймотовый,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2346.8#2347.1
105,формат,формат,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2347.1#2347.4
106,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2347.4#2347.7
107,как,как,SCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2347.7#2348.0
108,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,@yad1986m-words#@yad1986m#2348.0#2348.3
109,с,с,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2348.3#2348.6
110,Ваней,Ваня,ADV,_,Degree=Cmp,_,_,_,@yad1986m-words#@yad1986m#2348.6#2348.9
111,выбрали,выбрать,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2348.9#2349.2
112,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2349.2#2349.5
113,в,в,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2349.5#2349.8
114,этих,этот,DET,_,Case=Loc|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2349.8#2350.1
115,road,"road
",X,_,"Foreign=Yes
",_,_,_,@yad1986m-words#@yad1986m#2350.1#2350.4
116,movies,"movies
",X,_,Foreign=Yes,_,_,_,@yad1986m-words#@yad1986m#2350.4#2350.71
117,но,но,CCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2351.56#2351.966
118,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2351.966#2352.372
119,тут,тут,ADV,_,_,_,_,_,@yad1986m-words#@yad1986m#2352.372#2352.778
120,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@yad1986m-words#@yad1986m#2352.778#2353.184
121,увидел,увидеть,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2353.184#2353.59
122,человека,человек,NOUN,_,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2353.59#2353.996
123,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2353.996#2354.402
124,вместо,вместо,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2354.402#2354.808
125,объективного,объективный,ADJ,_,Case=Gen|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2354.808#2355.22
126,извините,извинить,INTJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2355.53#2355.968
127,за,за,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2355.968#2356.406
128,патетику,патетика,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2356.406#2356.844
129,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2356.844#2357.282
130,мудрого,мудрый,ADJ,_,Case=Acc|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2357.282#2357.72
131,человека,человек,NOUN,_,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2358.5#2359.24
132,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@yad1986m-words#@yad1986m#2359.83#2360.169
133,увидел,видеть,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2360.169#2360.508
134,человека,человек,NOUN,_,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2360.508#2360.847
135,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2360.847#2361.186
136,который,который,PRON,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2361.186#2361.525
137,на,на,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2361.525#2361.864
138,протяжении,протяжение,NOUN,_,Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2361.864#2362.203
139,двух,два,NUM,_,Case=Gen,_,_,_,@yad1986m-words#@yad1986m#2362.203#2362.542
140,серий,серия,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2362.542#2362.881
141,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2362.881#2363.22
142,затыкает,затыкать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2363.22#2363.56
143,себе,себя,PRON,_,Case=Dat,_,_,_,@yad1986m-words#@yad1986m#2363.56#2363.945
144,просто,просто,PART,_,_,_,_,_,@yad1986m-words#@yad1986m#2363.945#2364.33
145,а,а,CCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2368.2#2368.37
146,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2368.37#2368.54
147,на,на,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2368.54#2368.71
148,протяж…,протяжении.,"NOUN
",_,Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2368.71#2368.88
149,[нрзб],"X
",X,_,_,_,_,_,@yad1986m-words#@yad1986m#2368.88#2369.05
150,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2369.05#2369.22
151,окей,окей,INTJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2369.22#2369.39
152,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2369.39#2369.56
153,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@yad1986m-words#@yad1986m#2369.56#2369.73
154,просто,просто,PART,_,_,_,_,_,@yad1986m-words#@yad1986m#2369.73#2369.9
155,смотрел,смотреть,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2369.9#2370.07
156,смонтами,смонт,NOUN,_,Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2370.07#2370.25
157,большими,большой,ADJ,_,Case=Ins|Degree=Pos|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2370.25#2370.623
158,по,по,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2370.623#2370.996
159,несколько,несколько,NUM,_,Case=Acc,_,_,_,@yad1986m-words#@yad1986m#2370.996#2371.369
160,часов,час,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2371.369#2371.742
161,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2371.742#2372.115
162,вот,вот,PART,_,_,_,_,_,@yad1986m-words#@yad1986m#2372.115#2372.49
163,извините,извините,INTJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2372.77#2373.055
164,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2373.055#2373.34
165,это,это,PRON,_,_,_,_,_,@yad1986m-words#@yad1986m#2373.34#2373.625
166,п...,п...,"X
",_,_,_,_,_,@yad1986m-words#@yad1986m#2373.625#2373.91
167,пираткой,пиратка,NOUN,_,Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2373.91#2374.195
168,скачано,скачать,VERB,_,Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass,_,_,_,@yad1986m-words#@yad1986m#2374.195#2374.48
169,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2374.48#2374.77
170,поэтому,поэтому,ADV,_,_,_,_,_,@yad1986m-words#@yad1986m#2374.77#2375.52
171,поэтому,поэтому,ADV,_,_,_,_,_,@yad1986m-words#@yad1986m#2375.52#2375.95
172,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2375.95#2376.38
173,многочасовые,многочасовой,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2376.38#2376.81
174,вот,вот,PART,_,_,_,_,_,@yad1986m-words#@yad1986m#2376.84#2377.063
175,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2377.063#2377.286
176,тем,то,PRON,_,Case=Ins|Gender=Neut|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2377.286#2377.509
177,не,не,PART,_,Polarity=Neg,_,_,_,@yad1986m-words#@yad1986m#2377.509#2377.732
178,менее,менее,ADV,_,Degree=Cmp,_,_,_,@yad1986m-words#@yad1986m#2377.732#2377.955
179,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2377.955#2378.178
180,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@yad1986m-words#@yad1986m#2378.178#2378.401
181,увидел,видеть,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2378.401#2378.624
182,человека,человек,NOUN,_,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2378.624#2378.847
183,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2378.847#2379.07
184,который,который,PRON,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2379.07#2379.293
185,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2379.293#2379.516
186,эээ,эээ,INTJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2379.516#2379.739
187,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2379.739#2379.962
188,ну,ну,PART,_,_,_,_,_,@yad1986m-words#@yad1986m#2379.962#2380.185
189,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2380.185#2380.408
190,просто,просто,PART,_,_,_,_,_,@yad1986m-words#@yad1986m#2380.408#2380.631
191,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2380.631#2380.854
192,ээ,эээ,INTJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2380.854#2381.077
193,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2381.077#2381.3
194,делает,делать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2381.3#2381.523
195,все,все,DET,_,Case=Acc|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2381.523#2381.76
196,чтобы,чтобы,SCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2382.07#2382.344
197,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2382.344#2382.618
198,яд,яд,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2382.618#2382.892
199,и,и,CCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2382.892#2383.166
200,обида,обида,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2383.166#2383.44
201,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2383.44#2383.714
202,которая,который,PRON,_,Case=NomGender=Fem|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2383.714#2383.988
203,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@yad1986m-words#@yad1986m#2383.988#2384.262
204,у,у,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2384.262#2384.536
205,него,он,PRON,_,Case=Gen|Gender=Masc|Number=Sing|Person=3,_,_,_,@yad1986m-words#@yad1986m#2384.536#2384.81
206,по,по,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2384.81#2385.084
207,отношению,отношение,NOUN,_,Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2385.084#2385.358
208,к,к,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2385.358#2385.632
209,стране,страна,NOUN,_,Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2385.632#2385.91
210,они,они,PRON,_,Case=Nom|Number=Plur|Person=3,_,_,_,@yad1986m-words#@yad1986m#2386.31#2386.551
211,на,на,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2386.551#2386.792
212,зрителей,зритель,NOUN,_,Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur,_,_,_,@yad1986m-words#@yad1986m#2386.792#2387.033
213,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2387.033#2387.274
214,в,в,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2387.274#2387.515
215,общем,общий,ADJ,_,Case=Loc|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2387.515#2387.756
216,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2387.756#2387.997
217,они,они,PRON,_,Case=Nom|Number=Plur|Person=3,_,_,_,@yad1986m-words#@yad1986m#2387.997#2388.238
218,в,в,ADP,_,_,_,_,_,@yad1986m-words#@yad1986m#2388.238#2388.479
219,любом,любой,DET,_,Case=Loc|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2388.479#2388.72
220,случае,случай,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,@yad1986m-words#@yad1986m#2388.72#2388.961
221,выливались,выливаться,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@yad1986m-words#@yad1986m#2388.961#2389.202
222,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2389.202#2389.443
223,но,но,CCONJ,_,_,_,_,_,@yad1986m-words#@yad1986m#2389.443#2389.684
224,не,не,PART,_,Polarity=Neg,_,_,_,@yad1986m-words#@yad1986m#2389.684#2389.925
225,так,так,ADV,_,_,_,_,_,@yad1986m-words#@yad1986m#2389.925#2390.166
226,сильно,сильно,ADV,_,Degree=Pos,_,_,_,@yad1986m-words#@yad1986m#2390.166#2390.407
227,/,/,PUNCT,_,_,_,_,_,@yad1986m-words#@yad1986m#2390.407#2390.648
